order_id,on_time_delivery,on_time_delivery_normalized,days_sales_outstanding,days_sales_outstanding_normalized,order_accuracy,order_accuracy_normalized,invoice_accuracy,invoice_accuracy_normalized,avg_cost_delivery,avg_cost_delivery_normalized
order_519,90.9,0.909,32,0.3556,89.66,0.8966,92.05,0.9205,24.42,0.2442
order_52,88.2,0.882,33,0.3667,96.13,0.9613,89.27,0.8927,21.1,0.211
order_520,86.95,0.8695,30,0.3333,90.78,0.9078,89.3,0.893,24.84,0.2484
order_521,87.25,0.8725,32,0.3556,92.74,0.9274,95.54,0.9554,24.62,0.2462
order_522,92.59,0.9259,33,0.3667,93.42,0.9342,88.42,0.8842,25.89,0.2589
order_523,87.72,0.8772,34,0.3778,96.65,0.9665,90.33,0.9033,24.08,0.2408
order_524,92.29,0.9229,36,0.4,92.83,0.9283,88.14,0.8814,20.99,0.2099
order_525,90.63,0.9063,32,0.3556,93.02,0.9302,86.27,0.8627,22.94,0.2294
order_526,95.92,0.9592,33,0.3667,95.52,0.9552,93.72,0.9372,22.79,0.2279
order_527,92.79,0.9279,33,0.3667,93.22,0.9322,89.61,0.8961,21.5,0.215
order_528,77.51,0.7751,39,0.4333,78.2,0.782,73.51,0.7351,43.0,0.43
order_529,93.85,0.9385,32,0.3556,90.73,0.9073,90.96,0.9096,22.09,0.2209
order_53,84.49,0.8449,35,0.3889,94.36,0.9436,93.14,0.9314,24.73,0.2473
order_530,88.11,0.8811,33,0.3667,93.73,0.9373,91.45,0.9145,20.46,0.2046
order_531,88.32,0.8832,39,0.4333,80.9,0.809,55.0,0.55,45.08,0.4508
order_532,93.16,0.9316,32,0.3556,93.43,0.9343,93.2,0.932,26.58,0.2658
order_533,60.89,0.6089,46,0.5111,69.62,0.6962,69.84,0.6984,36.51,0.3651
order_534,71.57,0.7157,41,0.4556,68.06,0.6806,78.23,0.7823,27.24,0.2724
order_535,91.62,0.9162,31,0.3444,91.07,0.9107,92.61,0.9261,18.89,0.1889
order_536,75.32,0.7532,32,0.3556,79.23,0.7923,62.61,0.6261,35.29,0.3529
order_537,90.88,0.9088,30,0.3333,93.86,0.9386,87.46,0.8746,23.26,0.2326
order_538,95.29,0.9529,39,0.4333,94.23,0.9423,94.36,0.9436,18.44,0.1844
order_539,94.51,0.9451,34,0.3778,92.79,0.9279,95.71,0.9571,21.49,0.2149
order_54,88.63,0.8863,33,0.3667,91.34,0.9134,95.06,0.9506,19.89,0.1989
order_540,86.85,0.8685,30,0.3333,95.9,0.959,90.15,0.9015,19.3,0.193
order_541,70.15,0.7015,41,0.4556,67.73,0.6773,60.79,0.6079,50.67,0.5067
order_542,87.42,0.8742,31,0.3444,93.08,0.9308,90.74,0.9074,23.24,0.2324
order_543,92.84,0.9284,31,0.3444,90.91,0.9091,95.82,0.9582,21.81,0.2181
order_544,95.19,0.9519,26,0.2889,94.49,0.9449,97.76,0.9776,21.29,0.2129
order_545,89.32,0.8932,33,0.3667,92.6,0.926,91.06,0.9106,21.32,0.2132
order_546,88.12,0.8812,35,0.3889,95.15,0.9515,92.75,0.9275,23.62,0.2362
order_547,89.21,0.8921,30,0.3333,92.49,0.9249,92.01,0.9201,19.88,0.1988
order_548,71.0,0.71,38,0.4222,90.87,0.9087,55.0,0.55,36.92,0.3692
order_549,95.18,0.9518,32,0.3556,95.88,0.9588,92.3,0.923,20.67,0.2067
order_55,83.27,0.8327,33,0.3667,92.06,0.9206,89.6,0.896,21.0,0.21
order_550,95.23,0.9523,38,0.4222,94.54,0.9454,90.61,0.9061,19.65,0.1965
order_551,91.41,0.9141,36,0.4,93.38,0.9338,84.86,0.8486,23.34,0.2334
order_552,82.88,0.8288,31,0.3444,77.24,0.7724,73.61,0.7361,37.56,0.3756
order_553,68.67,0.6867,47,0.5222,73.18,0.7318,58.12,0.5812,25.7,0.257
order_554,93.78,0.9378,34,0.3778,94.22,0.9422,90.68,0.9068,20.94,0.2094
order_555,86.77,0.8677,31,0.3444,88.7,0.887,89.79,0.8979,21.38,0.2138
order_556,79.88,0.7988,41,0.4556,81.56,0.8156,80.79,0.8079,44.35,0.4435
order_557,91.41,0.9141,32,0.3556,91.55,0.9155,94.22,0.9422,25.36,0.2536
order_558,91.03,0.9103,37,0.4111,90.19,0.9019,88.54,0.8854,23.71,0.2371
order_559,90.79,0.9079,35,0.3889,93.96,0.9396,89.4,0.894,21.57,0.2157
order_56,85.4,0.854,29,0.3222,96.43,0.9643,94.62,0.9462,22.73,0.2273
order_560,61.23,0.6123,39,0.4333,67.43,0.6743,79.41,0.7941,34.5,0.345
order_561,66.31,0.6631,41,0.4556,71.52,0.7152,81.87,0.8187,33.59,0.3359
order_562,85.8,0.858,27,0.3,93.92,0.9392,90.31,0.9031,19.14,0.1914
order_563,93.57,0.9357,34,0.3778,93.93,0.9393,96.09,0.9609,23.33,0.2333
order_564,87.53,0.8753,29,0.3222,96.04,0.9604,93.19,0.9319,22.34,0.2234
order_565,87.46,0.8746,34,0.3778,92.11,0.9211,91.69,0.9169,24.89,0.2489
order_566,88.02,0.8802,28,0.3111,91.37,0.9137,94.98,0.9498,22.51,0.2251
order_567,89.61,0.8961,31,0.3444,95.21,0.9521,89.45,0.8945,22.61,0.2261
order_568,69.15,0.6915,36,0.4,71.54,0.7154,67.0,0.67,37.71,0.3771
order_569,90.71,0.9071,23,0.2556,91.98,0.9198,90.83,0.9083,25.01,0.2501
order_57,86.76,0.8676,32,0.3556,97.74,0.9774,88.06,0.8806,22.79,0.2279
order_570,87.59,0.8759,31,0.3444,91.99,0.9199,89.8,0.898,27.44,0.2744
order_571,92.53,0.9253,35,0.3889,95.23,0.9523,87.18,0.8718,22.79,0.2279
order_572,93.22,0.9322,30,0.3333,96.41,0.9641,94.11,0.9411,25.7,0.257
order_573,71.66,0.7166,34,0.3778,73.47,0.7347,81.48,0.8148,27.03,0.2703
order_574,83.79,0.8379,32,0.3556,92.89,0.9289,92.02,0.9202,23.89,0.2389
order_575,88.34,0.8834,27,0.3,99.11,0.9911,89.01,0.8901,19.88,0.1988
order_576,93.31,0.9331,31,0.3444,93.84,0.9384,93.45,0.9345,24.17,0.2417
order_577,89.0,0.89,36,0.4,88.66,0.8866,94.28,0.9428,20.32,0.2032
order_578,85.98,0.8598,42,0.4667,71.29,0.7129,75.3,0.753,43.36,0.4336
order_579,91.93,0.9193,29,0.3222,92.79,0.9279,91.99,0.9199,21.92,0.2192
order_58,92.25,0.9225,27,0.3,94.84,0.9484,91.13,0.9113,20.32,0.2032
order_580,87.77,0.8777,31,0.3444,85.0,0.85,89.9,0.899,20.25,0.2025
order_581,91.6,0.916,30,0.3333,93.46,0.9346,96.63,0.9663,23.99,0.2399
order_582,92.71,0.9271,31,0.3444,95.36,0.9536,91.3,0.913,21.61,0.2161
order_583,91.23,0.9123,31,0.3444,97.73,0.9773,91.52,0.9152,23.24,0.2324
order_584,94.37,0.9437,35,0.3889,90.48,0.9048,93.33,0.9333,23.7,0.237
order_585,92.68,0.9268,29,0.3222,92.36,0.9236,94.98,0.9498,20.48,0.2048
order_586,72.6,0.726,50,0.5556,75.67,0.7567,64.19,0.6419,32.73,0.3273
order_587,77.66,0.7766,33,0.3667,74.27,0.7427,72.67,0.7267,45.79,0.4579
order_588,80.34,0.8034,37,0.4111,84.25,0.8425,67.6,0.676,30.59,0.3059
order_589,73.62,0.7362,50,0.5556,77.16,0.7716,70.1,0.701,47.82,0.4782
order_59,85.71,0.8571,29,0.3222,89.96,0.8996,93.12,0.9312,22.33,0.2233
order_590,94.63,0.9463,33,0.3667,92.99,0.9299,92.01,0.9201,22.24,0.2224
order_591,84.98,0.8498,39,0.4333,95.3,0.953,92.63,0.9263,23.23,0.2323
order_592,80.68,0.8068,40,0.4444,71.58,0.7158,74.8,0.748,40.31,0.4031
order_593,87.57,0.8757,36,0.4,94.73,0.9473,94.19,0.9419,24.78,0.2478
order_594,75.18,0.7518,43,0.4778,81.67,0.8167,64.2,0.642,38.32,0.3832
order_595,90.38,0.9038,30,0.3333,99.79,0.9979,87.78,0.8778,19.4,0.194
order_596,93.94,0.9394,34,0.3778,91.44,0.9144,93.82,0.9382,24.94,0.2494
order_597,89.91,0.8991,38,0.4222,89.69,0.8969,94.08,0.9408,24.33,0.2433
order_598,92.67,0.9267,31,0.3444,93.27,0.9327,93.33,0.9333,23.63,0.2363
order_599,79.82,0.7982,47,0.5222,68.87,0.6887,68.18,0.6818,32.36,0.3236
order_6,88.84,0.8884,35,0.3889,94.27,0.9427,99.82,0.9982,22.39,0.2239
order_60,75.48,0.7548,42,0.4667,71.54,0.7154,69.54,0.6954,44.77,0.4477
order_600,90.34,0.9034,30,0.3333,91.69,0.9169,90.65,0.9065,22.15,0.2215
order_601,93.58,0.9358,29,0.3222,93.2,0.932,92.43,0.9243,18.33,0.1833
order_602,87.5,0.875,30,0.3333,92.01,0.9201,92.58,0.9258,21.68,0.2168
order_603,70.56,0.7056,44,0.4889,88.06,0.8806,83.11,0.8311,26.46,0.2646
order_604,91.73,0.9173,32,0.3556,94.39,0.9439,90.81,0.9081,22.24,0.2224
order_605,90.45,0.9045,31,0.3444,91.76,0.9176,90.65,0.9065,22.47,0.2247
order_606,91.8,0.918,34,0.3778,92.76,0.9276,92.85,0.9285,23.93,0.2393
order_607,84.32,0.8432,41,0.4556,74.45,0.7445,71.53,0.7153,31.1,0.311
order_608,73.45,0.7345,45,0.5,80.49,0.8049,67.84,0.6784,39.31,0.3931
order_609,87.53,0.8753,34,0.3778,93.81,0.9381,91.17,0.9117,21.28,0.2128
order_61,89.81,0.8981,31,0.3444,95.65,0.9565,90.81,0.9081,25.19,0.2519
order_610,94.4,0.944,30,0.3333,94.17,0.9417,90.05,0.9005,21.35,0.2135
order_611,96.01,0.9601,31,0.3444,94.9,0.949,93.62,0.9362,20.0,0.2
order_612,68.16,0.6816,34,0.3778,69.8,0.698,55.0,0.55,41.27,0.4127
order_613,96.16,0.9616,32,0.3556,90.46,0.9046,90.07,0.9007,21.08,0.2108
order_614,66.86,0.6686,46,0.5111,81.67,0.8167,60.76,0.6076,42.35,0.4235
order_615,94.58,0.9458,37,0.4111,100.0,1.0,89.29,0.8929,27.65,0.2765
order_616,88.94,0.8894,31,0.3444,94.82,0.9482,90.25,0.9025,22.8,0.228
order_617,86.04,0.8604,31,0.3444,97.21,0.9721,91.83,0.9183,22.28,0.2228
order_618,78.8,0.788,48,0.5333,64.41,0.6441,74.68,0.7468,36.39,0.3639
order_619,76.33,0.7633,47,0.5222,67.64,0.6764,61.9,0.619,26.39,0.2639
order_62,70.61,0.7061,49,0.5444,75.16,0.7516,59.28,0.5928,35.09,0.3509
order_620,63.1,0.631,34,0.3778,78.72,0.7872,60.61,0.6061,44.68,0.4468
order_621,89.79,0.8979,32,0.3556,93.3,0.933,94.32,0.9432,23.57,0.2357
order_622,77.68,0.7768,44,0.4889,74.52,0.7452,74.34,0.7434,35.97,0.3597
order_623,90.01,0.9001,31,0.3444,92.86,0.9286,89.93,0.8993,22.94,0.2294
order_624,93.93,0.9393,35,0.3889,90.86,0.9086,95.87,0.9587,21.36,0.2136
order_625,91.8,0.918,30,0.3333,94.35,0.9435,92.94,0.9294,19.03,0.1903
order_626,91.82,0.9182,35,0.3889,93.56,0.9356,96.08,0.9608,21.62,0.2162
order_627,92.55,0.9255,26,0.2889,100.0,1.0,96.49,0.9649,21.43,0.2143
order_628,59.22,0.5922,43,0.4778,65.89,0.6589,73.56,0.7356,40.47,0.4047
order_629,67.47,0.6747,48,0.5333,81.64,0.8164,77.81,0.7781,38.05,0.3805
order_63,85.75,0.8575,34,0.3778,93.32,0.9332,87.83,0.8783,24.7,0.247
order_630,96.3,0.963,32,0.3556,99.4,0.994,92.27,0.9227,21.24,0.2124
order_631,88.11,0.8811,36,0.4,92.05,0.9205,94.21,0.9421,20.88,0.2088
order_632,88.62,0.8862,35,0.3889,93.05,0.9305,90.79,0.9079,24.27,0.2427
order_633,87.78,0.8778,45,0.5,71.42,0.7142,65.92,0.6592,38.48,0.3848
order_634,90.96,0.9096,30,0.3333,95.81,0.9581,92.26,0.9226,18.57,0.1857
order_635,67.57,0.6757,38,0.4222,75.49,0.7549,85.11,0.8511,39.43,0.3943
order_636,87.48,0.8748,33,0.3667,93.12,0.9312,92.97,0.9297,23.16,0.2316
order_637,93.63,0.9363,32,0.3556,98.1,0.981,94.72,0.9472,20.59,0.2059
order_638,92.68,0.9268,43,0.4778,70.15,0.7015,83.22,0.8322,50.47,0.5047
order_639,89.9,0.899,31,0.3444,93.57,0.9357,94.14,0.9414,24.56,0.2456
order_64,91.71,0.9171,32,0.3556,97.75,0.9775,91.06,0.9106,24.06,0.2406
order_640,89.14,0.8914,33,0.3667,93.72,0.9372,91.83,0.9183,21.25,0.2125
order_641,94.03,0.9403,30,0.3333,92.15,0.9215,98.36,0.9836,23.96,0.2396
order_642,82.84,0.8284,31,0.3444,89.47,0.8947,89.15,0.8915,15.72,0.1572
order_643,73.9,0.739,34,0.3778,76.42,0.7642,57.0,0.57,38.5,0.385
order_644,71.68,0.7168,50,0.5556,85.88,0.8588,76.28,0.7628,36.04,0.3604
order_645,95.96,0.9596,28,0.3111,90.49,0.9049,91.75,0.9175,26.51,0.2651
order_646,73.38,0.7338,40,0.4444,65.91,0.6591,77.57,0.7757,43.72,0.4372
order_647,92.37,0.9237,30,0.3333,92.23,0.9223,88.12,0.8812,22.17,0.2217
order_648,66.36,0.6636,34,0.3778,73.03,0.7303,66.09,0.6609,34.77,0.3477
order_649,78.73,0.7873,41,0.4556,73.98,0.7398,71.46,0.7146,32.05,0.3205
order_65,90.32,0.9032,32,0.3556,90.24,0.9024,94.99,0.9499,20.24,0.2024
order_650,90.27,0.9027,35,0.3889,96.31,0.9631,92.1,0.921,21.28,0.2128
order_651,92.84,0.9284,34,0.3778,92.45,0.9245,89.62,0.8962,17.86,0.1786
order_652,76.23,0.7623,41,0.4556,83.95,0.8395,72.87,0.7287,46.01,0.4601
order_653,87.91,0.8791,35,0.3889,92.68,0.9268,94.33,0.9433,19.08,0.1908
order_654,76.88,0.7688,29,0.3222,74.13,0.7413,73.52,0.7352,34.87,0.3487
order_655,86.85,0.8685,34,0.3778,93.74,0.9374,90.53,0.9053,22.08,0.2208
order_656,96.09,0.9609,48,0.5333,84.14,0.8414,73.48,0.7348,39.0,0.39
order_657,82.81,0.8281,30,0.3333,92.8,0.928,86.38,0.8638,19.69,0.1969
order_658,84.06,0.8406,32,0.3556,96.05,0.9605,95.32,0.9532,22.83,0.2283
order_659,87.11,0.8711,27,0.3,89.61,0.8961,88.19,0.8819,20.22,0.2022
order_66,89.52,0.8952,29,0.3222,94.85,0.9485,91.3,0.913,22.02,0.2202
order_660,93.42,0.9342,29,0.3222,95.05,0.9505,91.96,0.9196,21.33,0.2133
order_661,92.66,0.9266,34,0.3778,91.63,0.9163,91.45,0.9145,22.56,0.2256
order_662,89.18,0.8918,33,0.3667,94.7,0.947,97.5,0.975,18.94,0.1894
order_663,74.02,0.7402,36,0.4,80.23,0.8023,57.06,0.5706,40.08,0.4008
order_664,88.11,0.8811,30,0.3333,90.38,0.9038,90.6,0.906,24.17,0.2417
order_665,89.92,0.8992,34,0.3778,98.16,0.9816,92.79,0.9279,20.88,0.2088
order_666,91.4,0.914,31,0.3444,92.74,0.9274,87.44,0.8744,23.85,0.2385
order_667,88.84,0.8884,32,0.3556,91.41,0.9141,93.31,0.9331,20.48,0.2048
order_668,89.57,0.8957,34,0.3778,95.98,0.9598,91.93,0.9193,18.46,0.1846
order_669,98.98,0.9898,36,0.4,95.81,0.9581,89.74,0.8974,21.77,0.2177
order_67,70.65,0.7065,49,0.5444,77.84,0.7784,63.73,0.6373,35.18,0.3518
order_670,93.36,0.9336,36,0.4,97.82,0.9782,94.27,0.9427,21.49,0.2149
order_671,80.28,0.8028,33,0.3667,94.0,0.94,92.42,0.9242,22.11,0.2211
order_672,86.02,0.8602,33,0.3667,95.58,0.9558,94.05,0.9405,23.89,0.2389
order_673,79.83,0.7983,39,0.4333,75.5,0.755,70.73,0.7073,38.65,0.3865
order_674,82.99,0.8299,45,0.5,90.54,0.9054,87.65,0.8765,38.48,0.3848
order_675,78.49,0.7849,35,0.3889,92.65,0.9265,89.6,0.896,21.2,0.212
order_676,71.43,0.7143,45,0.5,65.08,0.6508,61.38,0.6138,40.06,0.4006
order_677,79.98,0.7998,45,0.5,70.49,0.7049,62.17,0.6217,34.96,0.3496
order_678,90.72,0.9072,36,0.4,88.88,0.8888,91.34,0.9134,19.33,0.1933
order_679,85.04,0.8504,34,0.3778,95.36,0.9536,93.35,0.9335,23.84,0.2384
order_68,88.56,0.8856,31,0.3444,99.46,0.9946,91.26,0.9126,23.47,0.2347
order_680,90.02,0.9002,27,0.3,88.89,0.8889,90.26,0.9026,24.11,0.2411
order_681,81.31,0.8131,46,0.5111,69.09,0.6909,82.93,0.8293,32.21,0.3221
order_682,76.7,0.767,41,0.4556,74.78,0.7478,80.71,0.8071,33.77,0.3377
order_683,85.95,0.8595,32,0.3556,93.0,0.93,100.0,1.0,23.35,0.2335
order_684,88.77,0.8877,29,0.3222,89.3,0.893,88.92,0.8892,22.23,0.2223
order_685,94.28,0.9428,35,0.3889,94.57,0.9457,91.03,0.9103,22.54,0.2254
order_686,88.44,0.8844,36,0.4,93.53,0.9353,91.74,0.9174,17.57,0.1757
order_687,73.44,0.7344,46,0.5111,68.53,0.6853,63.99,0.6399,42.76,0.4276
order_688,85.57,0.8557,35,0.3889,92.67,0.9267,90.83,0.9083,19.75,0.1975
order_689,78.02,0.7802,56,0.6222,81.47,0.8147,63.09,0.6309,44.81,0.4481
order_69,72.47,0.7247,49,0.5444,81.65,0.8165,55.0,0.55,31.98,0.3198
order_690,92.83,0.9283,32,0.3556,91.44,0.9144,90.1,0.901,18.19,0.1819
order_691,89.73,0.8973,38,0.4222,96.01,0.9601,98.57,0.9857,23.76,0.2376
order_692,83.22,0.8322,53,0.5889,78.64,0.7864,68.5,0.685,44.2,0.442
order_693,94.36,0.9436,31,0.3444,92.2,0.922,92.42,0.9242,23.66,0.2366
order_694,92.39,0.9239,28,0.3111,98.78,0.9878,90.08,0.9008,21.47,0.2147
order_695,67.78,0.6778,57,0.6333,77.69,0.7769,63.19,0.6319,43.18,0.4318
order_696,81.15,0.8115,40,0.4444,81.88,0.8188,63.4,0.634,35.04,0.3504
order_697,83.97,0.8397,29,0.3222,98.52,0.9852,96.92,0.9692,22.13,0.2213
order_698,88.3,0.883,40,0.4444,74.3,0.743,70.45,0.7045,37.25,0.3725
order_699,73.28,0.7328,48,0.5333,77.05,0.7705,75.7,0.757,44.19,0.4419
order_7,78.11,0.7811,35,0.3889,66.53,0.6653,71.19,0.7119,36.97,0.3697
order_70,75.7,0.757,41,0.4556,94.09,0.9409,59.36,0.5936,26.06,0.2606
order_700,77.66,0.7766,39,0.4333,78.21,0.7821,74.67,0.7467,45.7,0.457
order_701,85.48,0.8548,31,0.3444,95.07,0.9507,94.31,0.9431,26.39,0.2639
order_702,92.87,0.9287,32,0.3556,91.77,0.9177,90.31,0.9031,20.81,0.2081
order_703,80.24,0.8024,43,0.4778,66.73,0.6673,66.51,0.6651,43.27,0.4327
order_704,91.05,0.9105,33,0.3667,94.96,0.9496,96.88,0.9688,22.47,0.2247
order_705,71.91,0.7191,36,0.4,77.75,0.7775,55.0,0.55,36.89,0.3689
order_706,73.35,0.7335,33,0.3667,69.5,0.695,76.48,0.7648,39.38,0.3938
order_707,90.31,0.9031,33,0.3667,94.23,0.9423,95.73,0.9573,22.25,0.2225
order_708,85.63,0.8563,36,0.4,94.93,0.9493,90.23,0.9023,19.49,0.1949
order_709,91.19,0.9119,32,0.3556,97.94,0.9794,90.96,0.9096,20.33,0.2033
order_71,92.69,0.9269,34,0.3778,94.42,0.9442,94.03,0.9403,21.92,0.2192
order_710,90.7,0.907,35,0.3889,95.56,0.9556,91.49,0.9149,24.7,0.247
order_711,82.91,0.8291,37,0.4111,89.74,0.8974,90.12,0.9012,21.92,0.2192
order_712,89.56,0.8956,35,0.3889,91.36,0.9136,92.78,0.9278,20.84,0.2084
order_713,77.36,0.7736,41,0.4556,76.65,0.7665,65.6,0.656,34.94,0.3494
order_714,90.86,0.9086,34,0.3778,92.5,0.925,89.39,0.8939,23.23,0.2323
order_715,74.74,0.7474,46,0.5111,69.66,0.6966,55.76,0.5576,34.8,0.348
order_716,68.87,0.6887,41,0.4556,71.54,0.7154,75.93,0.7593,36.27,0.3627
order_717,90.45,0.9045,32,0.3556,94.49,0.9449,91.93,0.9193,23.02,0.2302
order_718,87.61,0.8761,35,0.3889,93.41,0.9341,88.07,0.8807,22.38,0.2238
order_719,87.45,0.8745,34,0.3778,99.52,0.9952,89.64,0.8964,22.66,0.2266
order_72,60.96,0.6096,44,0.4889,69.8,0.698,65.0,0.65,31.39,0.3139
order_720,80.86,0.8086,47,0.5222,76.16,0.7616,63.08,0.6308,47.54,0.4754
order_721,87.75,0.8775,27,0.3,95.15,0.9515,88.69,0.8869,23.98,0.2398
order_722,88.86,0.8886,34,0.3778,97.5,0.975,88.37,0.8837,20.87,0.2087
order_723,89.77,0.8977,36,0.4,92.35,0.9235,90.22,0.9022,22.96,0.2296
order_724,70.38,0.7038,42,0.4667,65.14,0.6514,87.71,0.8771,29.91,0.2991
order_725,89.03,0.8903,32,0.3556,98.78,0.9878,88.03,0.8803,25.97,0.2597
order_726,92.27,0.9227,33,0.3667,91.54,0.9154,93.71,0.9371,20.55,0.2055
order_727,85.13,0.8513,35,0.3889,75.21,0.7521,65.56,0.6556,32.07,0.3207
order_728,92.22,0.9222,33,0.3667,97.02,0.9702,86.66,0.8666,24.13,0.2413
order_729,95.04,0.9504,38,0.4222,89.27,0.8927,67.89,0.6789,29.77,0.2977
order_73,89.08,0.8908,35,0.3889,91.9,0.919,90.2,0.902,23.19,0.2319
order_730,75.02,0.7502,45,0.5,77.66,0.7766,73.84,0.7384,35.41,0.3541
order_731,76.85,0.7685,35,0.3889,85.02,0.8502,64.93,0.6493,44.77,0.4477
order_732,89.3,0.893,33,0.3667,92.76,0.9276,88.95,0.8895,18.51,0.1851
order_733,86.83,0.8683,31,0.3444,94.53,0.9453,95.03,0.9503,21.11,0.2111
order_734,87.35,0.8735,28,0.3111,95.2,0.952,96.15,0.9615,24.53,0.2453
order_735,80.68,0.8068,45,0.5,87.88,0.8788,72.66,0.7266,41.88,0.4188
order_736,72.43,0.7243,33,0.3667,71.21,0.7121,69.93,0.6993,38.36,0.3836
order_737,95.78,0.9578,32,0.3556,96.95,0.9695,90.69,0.9069,21.38,0.2138
order_738,86.01,0.8601,30,0.3333,95.32,0.9532,92.02,0.9202,23.89,0.2389
order_739,76.45,0.7645,39,0.4333,91.04,0.9104,69.25,0.6925,44.98,0.4498
order_74,88.8,0.888,34,0.3778,96.32,0.9632,92.63,0.9263,17.29,0.1729
order_740,90.05,0.9005,35,0.3889,95.32,0.9532,93.34,0.9334,18.56,0.1856
order_741,69.24,0.6924,43,0.4778,78.87,0.7887,79.72,0.7972,37.13,0.3713
order_742,91.22,0.9122,32,0.3556,91.53,0.9153,85.23,0.8523,22.86,0.2286
order_743,90.52,0.9052,30,0.3333,89.95,0.8995,93.89,0.9389,21.47,0.2147
order_744,91.67,0.9167,37,0.4111,88.65,0.8865,89.9,0.899,21.58,0.2158
order_745,94.36,0.9436,28,0.3111,98.84,0.9884,92.41,0.9241,21.81,0.2181
order_746,73.42,0.7342,38,0.4222,83.34,0.8334,61.45,0.6145,40.07,0.4007
order_747,88.85,0.8885,30,0.3333,100.0,1.0,93.26,0.9326,23.23,0.2323
order_748,93.41,0.9341,28,0.3111,98.38,0.9838,84.47,0.8447,20.46,0.2046
order_749,88.62,0.8862,33,0.3667,94.55,0.9455,91.5,0.915,21.98,0.2198
order_75,87.07,0.8707,28,0.3111,95.82,0.9582,94.08,0.9408,25.17,0.2517
order_750,87.63,0.8763,34,0.3778,93.29,0.9329,95.57,0.9557,24.04,0.2404
order_751,90.63,0.9063,31,0.3444,96.4,0.964,93.94,0.9394,20.63,0.2063
order_752,86.02,0.8602,31,0.3444,97.79,0.9779,95.44,0.9544,19.78,0.1978
order_753,86.5,0.865,35,0.3889,91.16,0.9116,93.53,0.9353,20.77,0.2077
order_754,94.85,0.9485,30,0.3333,96.86,0.9686,92.55,0.9255,22.5,0.225
order_755,84.09,0.8409,26,0.2889,93.45,0.9345,92.74,0.9274,19.75,0.1975
order_756,86.73,0.8673,33,0.3667,95.41,0.9541,91.59,0.9159,23.56,0.2356
order_757,65.61,0.6561,39,0.4333,87.54,0.8754,70.55,0.7055,38.76,0.3876
order_758,96.92,0.9692,29,0.3222,95.99,0.9599,96.99,0.9699,21.35,0.2135
order_759,81.88,0.8188,35,0.3889,71.19,0.7119,73.08,0.7308,42.79,0.4279
order_76,93.36,0.9336,36,0.4,93.83,0.9383,95.58,0.9558,21.32,0.2132
order_760,92.71,0.9271,33,0.3667,95.11,0.9511,93.27,0.9327,18.79,0.1879
order_761,66.01,0.6601,42,0.4667,64.19,0.6419,76.65,0.7665,43.23,0.4323
order_762,90.98,0.9098,29,0.3222,97.45,0.9745,98.11,0.9811,22.29,0.2229
order_763,91.53,0.9153,33,0.3667,95.33,0.9533,91.64,0.9164,21.93,0.2193
order_764,92.72,0.9272,38,0.4222,90.5,0.905,91.69,0.9169,19.64,0.1964
order_765,94.78,0.9478,31,0.3444,90.39,0.9039,93.91,0.9391,25.49,0.2549
order_766,80.31,0.8031,42,0.4667,78.86,0.7886,81.32,0.8132,32.75,0.3275
order_767,89.66,0.8966,31,0.3444,91.08,0.9108,91.01,0.9101,24.22,0.2422
order_768,91.7,0.917,34,0.3778,94.37,0.9437,93.57,0.9357,20.4,0.204
order_769,72.52,0.7252,42,0.4667,77.94,0.7794,72.56,0.7256,37.17,0.3717
order_77,88.87,0.8887,40,0.4444,96.27,0.9627,93.24,0.9324,21.53,0.2153
order_770,71.39,0.7139,40,0.4444,78.05,0.7805,55.0,0.55,28.58,0.2858
order_771,88.09,0.8809,33,0.3667,93.4,0.934,96.43,0.9643,19.04,0.1904
order_772,87.75,0.8775,36,0.4,94.33,0.9433,94.65,0.9465,26.1,0.261
order_773,87.92,0.8792,32,0.3556,93.32,0.9332,86.14,0.8614,21.38,0.2138
order_774,82.05,0.8205,44,0.4889,80.33,0.8033,67.0,0.67,34.06,0.3406
order_775,93.81,0.9381,31,0.3444,94.74,0.9474,92.49,0.9249,24.92,0.2492
order_776,82.77,0.8277,33,0.3667,67.69,0.6769,74.63,0.7463,37.61,0.3761
order_777,71.36,0.7136,47,0.5222,77.31,0.7731,70.42,0.7042,42.68,0.4268
order_778,88.87,0.8887,36,0.4,92.03,0.9203,93.97,0.9397,24.87,0.2487
order_779,63.98,0.6398,39,0.4333,84.0,0.84,79.26,0.7926,36.97,0.3697
order_78,87.8,0.878,34,0.3778,96.96,0.9696,88.51,0.8851,19.59,0.1959
order_780,90.68,0.9068,34,0.3778,93.25,0.9325,94.04,0.9404,20.58,0.2058
order_781,58.08,0.5808,38,0.4222,76.44,0.7644,67.79,0.6779,31.05,0.3105
order_782,84.55,0.8455,31,0.3444,96.24,0.9624,95.77,0.9577,24.38,0.2438
order_783,68.47,0.6847,34,0.3778,79.48,0.7948,75.08,0.7508,40.4,0.404
order_784,83.96,0.8396,30,0.3333,93.93,0.9393,93.46,0.9346,23.53,0.2353
order_785,90.43,0.9043,33,0.3667,94.21,0.9421,94.06,0.9406,22.63,0.2263
order_786,75.53,0.7553,39,0.4333,76.57,0.7657,73.88,0.7388,39.6,0.396
order_787,91.14,0.9114,35,0.3889,94.66,0.9466,90.05,0.9005,23.77,0.2377
